id,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,beta_0,beta_1,beta_2,beta_3,beta_4
291,np.float64(0.20565272867679596),np.float64(0.45049890875816345),np.float64(0.308141827583313),np.float64(0.7605371475219727),np.float64(1.109696626663208),np.float64(0.34192535281181335),np.float64(0.45301464200019836),np.float64(0.4240097403526306),np.float64(0.2174677550792694),np.float64(0.15659746527671814)
292,np.float64(0.20870287716388702),np.float64(0.517437756061554),np.float64(0.3204498589038849),np.float64(0.6658402681350708),np.float64(1.1784878969192505),np.float64(0.31483936309814453),np.float64(0.3869715929031372),np.float64(0.42983147501945496),np.float64(0.25682273507118225),np.float64(0.15396767854690552)
293,np.float64(0.20396989583969116),np.float64(0.5080037117004395),np.float64(0.33915701508522034),np.float64(0.5721855163574219),np.float64(1.2157961130142212),np.float64(0.30820292234420776),np.float64(0.33806025981903076),np.float64(0.4115324914455414),np.float64(0.24799010157585144),np.float64(0.14219406247138977)
294,np.float64(0.2613244354724884),np.float64(0.6009488105773926),np.float64(0.31484130024909973),np.float64(1.0988351106643677),np.float64(1.0428847074508667),np.float64(0.28922170400619507),np.float64(0.4685159921646118),np.float64(0.4383411705493927),np.float64(0.15433162450790405),np.float64(0.17989008128643036)
295,np.float64(0.19986657798290253),np.float64(0.46481528878211975),np.float64(0.2918359935283661),np.float64(0.6523763537406921),np.float64(1.1106902360916138),np.float64(0.3214620351791382),np.float64(0.42182475328445435),np.float64(0.42216160893440247),np.float64(0.25306519865989685),np.float64(0.16795054078102112)
296,np.float64(0.2082521617412567),np.float64(0.4980717897415161),np.float64(0.2865142226219177),np.float64(0.7433926463127136),np.float64(1.475215196609497),np.float64(0.3119450807571411),np.float64(0.3978670835494995),np.float64(0.41782039403915405),np.float64(0.17825943231582642),np.float64(0.1381383240222931)
297,np.float64(0.19612303376197815),np.float64(0.5469608306884766),np.float64(0.5168334245681763),np.float64(-0.12588562071323395),np.float64(0.8749786615371704),np.float64(0.3069334924221039),np.float64(0.22506533563137054),np.float64(1.0892655849456787),np.float64(-0.590155839920044),np.float64(0.1437566578388214)
298,np.float64(0.2520248591899872),np.float64(0.488892138004303),np.float64(0.33082276582717896),np.float64(0.8823862671852112),np.float64(0.8882431983947754),np.float64(0.3332025110721588),np.float64(0.4876210391521454),np.float64(0.39560404419898987),np.float64(0.21205683052539825),np.float64(0.20656435191631317)
299,np.float64(0.23433230817317963),np.float64(0.5317085981369019),np.float64(0.30829763412475586),np.float64(1.0103477239608765),np.float64(1.0915573835372925),np.float64(0.30583009123802185),np.float64(0.42619767785072327),np.float64(0.46621572971343994),np.float64(0.15046904981136322),np.float64(0.20269498229026794)
300,np.float64(0.19390344619750977),np.float64(0.4873412251472473),np.float64(-0.12207294255495071),np.float64(0.6379535794258118),np.float64(0.8188905715942383),np.float64(0.32726556062698364),np.float64(1.0581482648849487),np.float64(-0.5356332659721375),np.float64(0.22808738052845),np.float64(0.16171123087406158)
301,np.float64(0.1907089799642563),np.float64(0.4245692789554596),np.float64(0.27964821457862854),np.float64(0.5771420001983643),np.float64(0.8129673600196838),np.float64(0.3392292261123657),np.float64(0.41579094529151917),np.float64(0.43465131521224976),np.float64(0.19927549362182617),np.float64(0.18523947894573212)
302,np.float64(0.20669925212860107),np.float64(0.6050618886947632),np.float64(0.4915924668312073),np.float64(0.38546180725097656),np.float64(2.141247272491455),np.float64(0.27153515815734863),np.float64(0.21087375283241272),np.float64(0.4222015142440796),np.float64(0.2993704080581665),np.float64(0.18655580282211304)
303,np.float64(0.1958688199520111),np.float64(0.5204656720161438),np.float64(0.367870956659317),np.float64(0.42888689041137695),np.float64(1.2149876356124878),np.float64(0.2949536144733429),np.float64(0.2816186547279358),np.float64(0.46398308873176575),np.float64(0.2314709722995758),np.float64(0.13174821436405182)
304,np.float64(0.21336428821086884),np.float64(0.5642786622047424),np.float64(0.34322237968444824),np.float64(0.624801754951477),np.float64(1.9549778699874878),np.float64(0.2894853949546814),np.float64(0.32395657896995544),np.float64(0.45688822865486145),np.float64(0.20004376769065857),np.float64(0.18216779828071594)
305,np.float64(0.21775157749652863),np.float64(0.45729994773864746),np.float64(0.2961411476135254),np.float64(0.8017114400863647),np.float64(0.9483776092529297),np.float64(0.3370058834552765),np.float64(0.4714394807815552),np.float64(0.44941630959510803),np.float64(0.1976923793554306),np.float64(0.17725639045238495)
306,np.float64(0.22091025114059448),np.float64(0.531228244304657),np.float64(0.28757569193840027),np.float64(0.7848904132843018),np.float64(1.220176339149475),np.float64(0.30436113476753235),np.float64(0.44250714778900146),np.float64(0.42041221261024475),np.float64(0.1932171732187271),np.float64(0.16191750764846802)
307,np.float64(0.23526622354984283),np.float64(0.5710164308547974),np.float64(0.3269767761230469),np.float64(0.8339627385139465),np.float64(1.2498464584350586),np.float64(0.3000127971172333),np.float64(0.40445202589035034),np.float64(0.4288295805454254),np.float64(0.2107207179069519),np.float64(0.17142365872859955)
308,np.float64(0.24600285291671753),np.float64(0.7059051990509033),np.float64(0.382016658782959),np.float64(0.6159687638282776),np.float64(1.8674168586730957),np.float64(0.26779767870903015),np.float64(0.29083681106567383),np.float64(0.5049479007720947),np.float64(0.20011097192764282),np.float64(0.1668543666601181)
309,np.float64(0.23005490005016327),np.float64(0.5503098368644714),np.float64(0.3201269507408142),np.float64(0.7332605123519897),np.float64(1.0900815725326538),np.float64(0.30654534697532654),np.float64(0.4033818244934082),np.float64(0.4259398281574249),np.float64(0.2348315417766571),np.float64(0.16464662551879883)
310,np.float64(0.22001850605010986),np.float64(0.5226752758026123),np.float64(0.30692893266677856),np.float64(0.7737126350402832),np.float64(1.2968579530715942),np.float64(0.3145226538181305),np.float64(0.38542410731315613),np.float64(0.46122264862060547),np.float64(0.15861064195632935),np.float64(0.1656550168991089)
311,np.float64(0.14465971291065216),np.float64(0.30959686636924744),np.float64(0.27109333872795105),np.float64(0.3575776219367981),np.float64(0.7138113379478455),np.float64(0.3590473532676697),np.float64(0.31537339091300964),np.float64(0.3945658504962921),np.float64(0.2720431089401245),np.float64(0.10141634941101074)
312,np.float64(0.17332912981510162),np.float64(0.4059751331806183),np.float64(0.3244594633579254),np.float64(0.46615827083587646),np.float64(0.8211668133735657),np.float64(0.3329555094242096),np.float64(0.33217865228652954),np.float64(0.41602665185928345),np.float64(0.26164141297340393),np.float64(0.15124213695526123)
313,np.float64(0.21822702884674072),np.float64(0.5359999537467957),np.float64(0.30790120363235474),np.float64(0.7272499203681946),np.float64(1.2636399269104004),np.float64(0.30107632279396057),np.float64(0.3865411579608917),np.float64(0.4576060175895691),np.float64(0.2152356207370758),np.float64(0.16022387146949768)
314,np.float64(0.23884138464927673),np.float64(0.5434104204177856),np.float64(0.30114465951919556),np.float64(0.8599388003349304),np.float64(1.2281854152679443),np.float64(0.3166534900665283),np.float64(0.4662555754184723),np.float64(0.4020540118217468),np.float64(0.20256341993808746),np.float64(0.18551944196224213)
315,np.float64(0.2581523656845093),np.float64(0.7475202679634094),np.float64(0.3757701814174652),np.float64(0.590138852596283),np.float64(1.3512499332427979),np.float64(0.2641666829586029),np.float64(0.3004852533340454),np.float64(0.489128977060318),np.float64(0.28426286578178406),np.float64(0.1521887183189392)
316,np.float64(0.22148682177066803),np.float64(0.5108997821807861),np.float64(0.3329663872718811),np.float64(0.7851150035858154),np.float64(1.014221429824829),np.float64(0.3166407644748688),np.float64(0.3934461176395416),np.float64(0.40182071924209595),np.float64(0.17922458052635193),np.float64(0.17394684255123138)
317,np.float64(0.2493625432252884),np.float64(0.5957067012786865),np.float64(0.32944607734680176),np.float64(0.9622126817703247),np.float64(1.007519245147705),np.float64(0.28958386182785034),np.float64(0.41840577125549316),np.float64(0.4661315381526947),np.float64(0.13458828628063202),np.float64(0.1861344873905182)
318,np.float64(0.2618214786052704),np.float64(0.46183812618255615),np.float64(0.3365992307662964),np.float64(1.0064961910247803),np.float64(0.9140810966491699),np.float64(0.32712411880493164),np.float64(0.5417532920837402),np.float64(0.36720138788223267),np.float64(0.20255616307258606),np.float64(0.21867766976356506)
319,np.float64(0.21291778981685638),np.float64(0.5272819995880127),np.float64(0.33065348863601685),np.float64(0.678183376789093),np.float64(1.2058230638504028),np.float64(0.3083890974521637),np.float64(0.36230969429016113),np.float64(0.420245498418808),np.float64(0.24292317032814026),np.float64(0.17464981973171234)
320,np.float64(0.19866785407066345),np.float64(0.5636835098266602),np.float64(0.44823604822158813),np.float64(0.4025578796863556),np.float64(1.063737154006958),np.float64(0.28369179368019104),np.float64(0.24000303447246552),np.float64(0.43218332529067993),np.float64(0.2808963656425476),np.float64(0.1304577738046646)
321,np.float64(0.20896753668785095),np.float64(0.49768245220184326),np.float64(0.2891049087047577),np.float64(0.6577235460281372),np.float64(1.1271741390228271),np.float64(0.31537503004074097),np.float64(0.4125174880027771),np.float64(0.46920880675315857),np.float64(0.22536621987819672),np.float64(0.15055273473262787)
322,np.float64(0.23589080572128296),np.float64(0.5832136273384094),np.float64(0.30425697565078735),np.float64(0.7138237357139587),np.float64(1.3506730794906616),np.float64(0.2904965877532959),np.float64(0.3913816213607788),np.float64(0.44168275594711304),np.float64(0.19363602995872498),np.float64(0.14566762745380402)
323,np.float64(0.2519955337047577),np.float64(0.4674133360385895),np.float64(0.2947465777397156),np.float64(0.7944515943527222),np.float64(0.9228739142417908),np.float64(0.3334486484527588),np.float64(0.5118955969810486),np.float64(0.44101110100746155),np.float64(0.22876377403736115),np.float64(0.2240731567144394)
324,np.float64(0.19724126160144806),np.float64(0.4723532199859619),np.float64(0.29270586371421814),np.float64(0.6930183172225952),np.float64(1.1279468536376953),np.float64(0.32819250226020813),np.float64(0.40012627840042114),np.float64(0.4549863636493683),np.float64(0.23948398232460022),np.float64(0.1803627759218216)
325,np.float64(0.2248336523771286),np.float64(0.5772234201431274),np.float64(0.3058364987373352),np.float64(0.7189025282859802),np.float64(1.3116368055343628),np.float64(0.29417088627815247),np.float64(0.3807068467140198),np.float64(0.4888232350349426),np.float64(0.16768352687358856),np.float64(0.14571607112884521)
326,np.float64(0.2115572839975357),np.float64(0.5151869654655457),np.float64(0.2906185984611511),np.float64(0.8246989250183105),np.float64(1.2759368419647217),np.float64(0.31656843423843384),np.float64(0.4383448660373688),np.float64(0.4130876362323761),np.float64(0.23799914121627808),np.float64(0.16767120361328125)
327,np.float64(0.192319855093956),np.float64(0.4503917396068573),np.float64(0.270358681678772),np.float64(0.6099660396575928),np.float64(1.0590564012527466),np.float64(0.33095884323120117),np.float64(0.4079594910144806),np.float64(0.4667118787765503),np.float64(0.2546924948692322),np.float64(0.18114233016967773)
328,np.float64(0.18242456018924713),np.float64(0.4080731272697449),np.float64(0.3242070972919464),np.float64(0.3663867115974426),np.float64(0.7584033608436584),np.float64(0.32652127742767334),np.float64(0.29803723096847534),np.float64(0.39748266339302063),np.float64(0.2413826584815979),np.float64(0.1265050768852234)
329,np.float64(0.22526928782463074),np.float64(0.6738242506980896),np.float64(0.4365808069705963),np.float64(0.4696613550186157),np.float64(1.1906096935272217),np.float64(0.27572938799858093),np.float64(0.2550284266471863),np.float64(0.4607516825199127),np.float64(0.30226990580558777),np.float64(0.13364195823669434)
330,np.float64(0.20936638116836548),np.float64(0.4644095003604889),np.float64(0.2983107268810272),np.float64(0.6776630878448486),np.float64(1.0722752809524536),np.float64(0.32869890332221985),np.float64(0.42444032430648804),np.float64(0.4279313385486603),np.float64(0.24437305331230164),np.float64(0.18065643310546875)
331,np.float64(0.2594379186630249),np.float64(0.5698918104171753),np.float64(0.28223007917404175),np.float64(1.0237711668014526),np.float64(0.9801102876663208),np.float64(0.2993806004524231),np.float64(0.5099289417266846),np.float64(0.42003026604652405),np.float64(0.1620226800441742),np.float64(0.2171575129032135)
332,np.float64(0.18223533034324646),np.float64(0.491457462310791),np.float64(0.4371345639228821),np.float64(0.3579426407814026),np.float64(0.7009983062744141),np.float64(0.2946264445781708),np.float64(0.20971204340457916),np.float64(0.3664410412311554),np.float64(0.34811028838157654),np.float64(0.1409214586019516)
333,np.float64(0.22310404479503632),np.float64(0.5016565322875977),np.float64(0.30637165904045105),np.float64(0.652778148651123),np.float64(1.0381604433059692),np.float64(0.31313279271125793),np.float64(0.4143078625202179),np.float64(0.43451741337776184),np.float64(0.2350064069032669),np.float64(0.18277078866958618)
334,np.float64(0.1822521835565567),np.float64(0.43885064125061035),np.float64(0.3056621253490448),np.float64(0.5317125916481018),np.float64(0.9517560601234436),np.float64(0.3311823010444641),np.float64(0.3785288333892822),np.float64(0.4330880641937256),np.float64(0.2591417133808136),np.float64(0.16236750781536102)
335,np.float64(0.23358134925365448),np.float64(0.48975396156311035),np.float64(0.3255150020122528),np.float64(1.0762572288513184),np.float64(1.0544298887252808),np.float64(0.31457626819610596),np.float64(0.4540078341960907),np.float64(0.4311712384223938),np.float64(0.2126835286617279),np.float64(0.2062843292951584)
336,np.float64(0.21734805405139923),np.float64(0.5205752849578857),np.float64(0.29891857504844666),np.float64(0.7309452891349792),np.float64(1.2457109689712524),np.float64(0.3102015554904938),np.float64(0.40558886528015137),np.float64(0.452105313539505),np.float64(0.19824174046516418),np.float64(0.17349056899547577)
337,np.float64(0.224496990442276),np.float64(0.5362831354141235),np.float64(0.2921349108219147),np.float64(0.6523396968841553),np.float64(1.225346326828003),np.float64(0.31026652455329895),np.float64(0.41448742151260376),np.float64(0.44248756766319275),np.float64(0.2471262663602829),np.float64(0.1787397414445877)
338,np.float64(0.21422015130519867),np.float64(0.5042687058448792),np.float64(0.31766587495803833),np.float64(0.7090908288955688),np.float64(1.0825369358062744),np.float64(0.3168727457523346),np.float64(0.3882819414138794),np.float64(0.4362470507621765),np.float64(0.23585860431194305),np.float64(0.18823622167110443)
339,np.float64(0.14344272017478943),np.float64(0.3257088363170624),np.float64(0.31302788853645325),np.float64(0.3538551926612854),np.float64(0.6205669641494751),np.float64(0.3444247841835022),np.float64(0.2525469958782196),np.float64(0.35919904708862305),np.float64(0.2958298921585083),np.float64(0.11554525047540665)
340,np.float64(0.201264426112175),np.float64(0.48494622111320496),np.float64(0.26501283049583435),np.float64(0.5700990557670593),np.float64(1.121785283088684),np.float64(0.312478631734848),np.float64(0.3908178210258484),np.float64(0.45968008041381836),np.float64(0.21076372265815735),np.float64(0.11626666784286499)
341,np.float64(0.27245450019836426),np.float64(0.6023963689804077),np.float64(0.3182395398616791),np.float64(1.1528176069259644),np.float64(1.1597115993499756),np.float64(0.2933078408241272),np.float64(0.5169408917427063),np.float64(0.3955024480819702),np.float64(0.18638089299201965),np.float64(0.2329496294260025)
342,np.float64(0.2467595487833023),np.float64(0.6641377210617065),np.float64(0.3077031672000885),np.float64(0.6464752554893494),np.float64(1.332872748374939),np.float64(0.27243345975875854),np.float64(0.35658758878707886),np.float64(0.47435063123703003),np.float64(0.2525748610496521),np.float64(0.1421329230070114)
343,np.float64(0.19444037973880768),np.float64(0.4463498890399933),np.float64(0.305755615234375),np.float64(0.6530110239982605),np.float64(1.1777323484420776),np.float64(0.33337411284446716),np.float64(0.37708887457847595),np.float64(0.41177740693092346),np.float64(0.23254446685314178),np.float64(0.18526606261730194)
344,np.float64(0.19232435524463654),np.float64(0.47370144724845886),np.float64(0.296028196811676),np.float64(0.602246880531311),np.float64(1.0481411218643188),np.float64(0.3212931156158447),np.float64(0.3881837725639343),np.float64(0.4432014226913452),np.float64(0.27414363622665405),np.float64(0.1961248219013214)
345,np.float64(0.21562977135181427),np.float64(0.5757185816764832),np.float64(0.31108349561691284),np.float64(0.905269205570221),np.float64(0.9168739914894104),np.float64(0.31201720237731934),np.float64(0.48682230710983276),np.float64(0.39827099442481995),np.float64(0.22741496562957764),np.float64(0.24649114906787872)
346,np.float64(0.2081383764743805),np.float64(0.5631782412528992),np.float64(0.4558136463165283),np.float64(0.4339599907398224),np.float64(0.9968019127845764),np.float64(0.2888259291648865),np.float64(0.22735178470611572),np.float64(0.3682621717453003),np.float64(0.3113973140716553),np.float64(0.14471273124217987)
347,np.float64(0.21722941100597382),np.float64(0.5555102229118347),np.float64(0.3341671824455261),np.float64(0.5547909140586853),np.float64(1.302423357963562),np.float64(0.302885502576828),np.float64(0.33638784289360046),np.float64(0.45006000995635986),np.float64(0.2215014100074768),np.float64(0.13979282975196838)
348,np.float64(0.20674537122249603),np.float64(0.515670120716095),np.float64(0.2821274995803833),np.float64(0.6279543042182922),np.float64(1.0581424236297607),np.float64(0.31181079149246216),np.float64(0.3773316740989685),np.float64(0.4764636158943176),np.float64(0.18928535282611847),np.float64(0.17430168390274048)
349,np.float64(0.280870258808136),np.float64(0.7109352946281433),np.float64(0.3579369783401489),np.float64(2.275883674621582),np.float64(0.908323347568512),np.float64(0.2747836709022522),np.float64(0.4031757116317749),np.float64(0.47146329283714294),np.float64(0.12410686910152435),np.float64(0.16135162115097046)
350,np.float64(0.1999317854642868),np.float64(0.475751131772995),np.float64(0.3084167540073395),np.float64(0.6493386626243591),np.float64(1.1953015327453613),np.float64(0.3178930878639221),np.float64(0.3696540594100952),np.float64(0.4272645115852356),np.float64(0.23158897459506989),np.float64(0.16217009723186493)
351,np.float64(0.20652146637439728),np.float64(0.5828609466552734),np.float64(0.543573260307312),np.float64(0.39107733964920044),np.float64(0.6488041281700134),np.float64(0.27346882224082947),np.float64(0.17354774475097656),np.float64(0.3075094521045685),np.float64(0.37852761149406433),np.float64(0.1963849514722824)
352,np.float64(0.1788022220134735),np.float64(0.43309611082077026),np.float64(0.2703394293785095),np.float64(0.6143476366996765),np.float64(1.142012357711792),np.float64(0.3269495964050293),np.float64(0.4071715772151947),np.float64(0.42629772424697876),np.float64(0.2090454399585724),np.float64(0.12804600596427917)
353,np.float64(0.23657594621181488),np.float64(0.45395731925964355),np.float64(0.34845396876335144),np.float64(0.847625732421875),np.float64(0.9883238077163696),np.float64(0.33947187662124634),np.float64(0.4567561447620392),np.float64(0.3874354064464569),np.float64(0.23398704826831818),np.float64(0.19776053726673126)
354,np.float64(0.22930064797401428),np.float64(0.5673737525939941),np.float64(0.3100011348724365),np.float64(0.7170987129211426),np.float64(0.9840657711029053),np.float64(0.30681148171424866),np.float64(0.40643584728240967),np.float64(0.4299090802669525),np.float64(0.2101605087518692),np.float64(0.17066305875778198)
355,np.float64(0.2660277783870697),np.float64(0.4137130677700043),np.float64(0.37065476179122925),np.float64(0.8758246302604675),np.float64(1.047401785850525),np.float64(0.37271684408187866),np.float64(0.5155040621757507),np.float64(0.3709007501602173),np.float64(0.22378848493099213),np.float64(0.1924540251493454)
356,np.float64(0.2347131073474884),np.float64(0.5745733976364136),np.float64(0.3144613802433014),np.float64(1.718307375907898),np.float64(0.8793696761131287),np.float64(0.2949948310852051),np.float64(0.4855327010154724),np.float64(0.3875933289527893),np.float64(0.12720070779323578),np.float64(0.14824821054935455)
357,np.float64(0.17065389454364777),np.float64(0.4210212826728821),np.float64(0.3053623139858246),np.float64(0.5138605237007141),np.float64(1.6251392364501953),np.float64(0.3117515742778778),np.float64(0.2996310293674469),np.float64(0.4656173884868622),np.float64(0.18478450179100037),np.float64(0.17789462208747864)
358,np.float64(0.25988948345184326),np.float64(0.6205050349235535),np.float64(0.27223846316337585),np.float64(0.9986335039138794),np.float64(1.1120352745056152),np.float64(0.289218932390213),np.float64(0.4954617917537689),np.float64(0.457085520029068),np.float64(0.17897389829158783),np.float64(0.2231491655111313)
359,np.float64(0.22134505212306976),np.float64(0.4760141372680664),np.float64(0.29114171862602234),np.float64(0.8427027463912964),np.float64(1.0647432804107666),np.float64(0.3253449499607086),np.float64(0.461397647857666),np.float64(0.4035872519016266),np.float64(0.19980938732624054),np.float64(0.15489892661571503)
360,np.float64(0.24314895272254944),np.float64(0.5120176672935486),np.float64(0.3355861306190491),np.float64(1.0776739120483398),np.float64(1.1117870807647705),np.float64(0.3189903497695923),np.float64(0.4558230936527252),np.float64(0.395713210105896),np.float64(0.20354421436786652),np.float64(0.20283077657222748)
361,np.float64(0.24611417949199677),np.float64(0.6159660220146179),np.float64(0.2933349311351776),np.float64(0.7713508009910583),np.float64(1.1854252815246582),np.float64(0.2957058846950531),np.float64(0.4143824279308319),np.float64(0.45005884766578674),np.float64(0.17587168514728546),np.float64(0.16654083132743835)
362,np.float64(0.18831147253513336),np.float64(0.44484779238700867),np.float64(0.3500329852104187),np.float64(0.3886602222919464),np.float64(0.7687950134277344),np.float64(0.31584733724594116),np.float64(0.2832499146461487),np.float64(0.3764965534210205),np.float64(0.2530328631401062),np.float64(0.14789626002311707)
363,np.float64(0.24608555436134338),np.float64(0.5130795836448669),np.float64(0.30333733558654785),np.float64(0.9594085812568665),np.float64(0.9334784150123596),np.float64(0.31785228848457336),np.float64(0.4877665936946869),np.float64(0.4490230679512024),np.float64(0.16310752928256989),np.float64(0.22059506177902222)
364,np.float64(0.23169837892055511),np.float64(0.534469485282898),np.float64(0.30483049154281616),np.float64(0.7927517294883728),np.float64(1.0974133014678955),np.float64(0.30950090289115906),np.float64(0.4240894913673401),np.float64(0.41885992884635925),np.float64(0.20921248197555542),np.float64(0.19277197122573853)
365,np.float64(0.22476188838481903),np.float64(0.6012945771217346),np.float64(0.3608647286891937),np.float64(0.5667186379432678),np.float64(1.1305934190750122),np.float64(0.2882448434829712),np.float64(0.3205035626888275),np.float64(0.4219072163105011),np.float64(0.22262606024742126),np.float64(0.13398930430412292)
366,np.float64(0.1975688934326172),np.float64(0.49270156025886536),np.float64(0.31424710154533386),np.float64(0.5853572487831116),np.float64(0.9283706545829773),np.float64(0.31574738025665283),np.float64(0.36795559525489807),np.float64(0.4227827191352844),np.float64(0.2336457371711731),np.float64(0.16339129209518433)
367,np.float64(0.22106242179870605),np.float64(0.6084728240966797),np.float64(0.272117555141449),np.float64(0.837429940700531),np.float64(0.8405900597572327),np.float64(0.2935023307800293),np.float64(0.48345163464546204),np.float64(0.4113916754722595),np.float64(0.1703115701675415),np.float64(0.2055494785308838)
368,np.float64(0.20899459719657898),np.float64(0.4786735475063324),np.float64(0.3016069531440735),np.float64(0.6352810859680176),np.float64(1.1801053285598755),np.float64(0.32467103004455566),np.float64(0.40157583355903625),np.float64(0.4182308614253998),np.float64(0.22982724010944366),np.float64(0.19689305126667023)
369,np.float64(0.23298275470733643),np.float64(0.5994948148727417),np.float64(0.27895575761795044),np.float64(0.6636273264884949),np.float64(1.1973963975906372),np.float64(0.2876144349575043),np.float64(0.3769262731075287),np.float64(0.4812540113925934),np.float64(0.2503081262111664),np.float64(0.16587385535240173)
370,np.float64(0.21998034417629242),np.float64(0.60786372423172),np.float64(0.5082703232765198),np.float64(0.5263254642486572),np.float64(0.7567613124847412),np.float64(0.2921675741672516),np.float64(0.22985988855361938),np.float64(0.32992327213287354),np.float64(0.30803120136260986),np.float64(0.21349938213825226)
371,np.float64(0.19563697278499603),np.float64(0.49181652069091797),np.float64(0.3172405958175659),np.float64(0.5756943821907043),np.float64(1.076129674911499),np.float64(0.3147629499435425),np.float64(0.3697932958602905),np.float64(0.44125598669052124),np.float64(0.225648894906044),np.float64(0.1147824376821518)
372,np.float64(0.17343704402446747),np.float64(0.4184625744819641),np.float64(0.27412280440330505),np.float64(0.5120937824249268),np.float64(0.9431758522987366),np.float64(0.33516013622283936),np.float64(0.3952758014202118),np.float64(0.4597531259059906),np.float64(0.19988524913787842),np.float64(0.12265513092279434)
373,np.float64(0.24982835352420807),np.float64(0.5685529112815857),np.float64(0.3171897828578949),np.float64(1.1469643115997314),np.float64(1.1375794410705566),np.float64(0.2979181110858917),np.float64(0.48551860451698303),np.float64(0.40439683198928833),np.float64(0.1729765385389328),np.float64(0.22148467600345612)
374,np.float64(-0.4388827979564667),np.float64(0.4550260007381439),np.float64(0.3719881772994995),np.float64(1.0707212686538696),np.float64(1.2155581712722778),np.float64(1.5831427574157715),np.float64(0.692223846912384),np.float64(0.2688480019569397),np.float64(0.16126231849193573),np.float64(0.13128916919231415)
375,np.float64(0.19340789318084717),np.float64(0.4881975054740906),np.float64(0.31460464000701904),np.float64(0.5278653502464294),np.float64(1.8449790477752686),np.float64(0.29669344425201416),np.float64(0.31359389424324036),np.float64(0.46490782499313354),np.float64(0.19458521902561188),np.float64(0.11397521197795868)
376,np.float64(0.17835570871829987),np.float64(0.40651923418045044),np.float64(0.2962140738964081),np.float64(0.5308975577354431),np.float64(1.030447006225586),np.float64(0.3371197581291199),np.float64(0.38258862495422363),np.float64(0.4228256046772003),np.float64(0.2556212842464447),np.float64(0.13122116029262543)
377,np.float64(0.1930668205022812),np.float64(0.44737154245376587),np.float64(0.282522052526474),np.float64(0.6869164109230042),np.float64(1.092592716217041),np.float64(0.3352813422679901),np.float64(0.4204454720020294),np.float64(0.45999839901924133),np.float64(0.22937043011188507),np.float64(0.17286784946918488)
378,np.float64(-0.22778190672397614),np.float64(0.786279559135437),np.float64(0.5659483671188354),np.float64(0.33536744117736816),np.float64(2.2827138900756836),np.float64(-0.16798314452171326),np.float64(0.19616353511810303),np.float64(0.49862873554229736),np.float64(0.30505433678627014),np.float64(0.17431531846523285)
379,np.float64(0.2211439609527588),np.float64(0.5423933863639832),np.float64(0.2985776364803314),np.float64(0.7183105945587158),np.float64(1.1329210996627808),np.float64(0.3130306601524353),np.float64(0.3978751301765442),np.float64(0.4412404000759125),np.float64(0.22116614878177643),np.float64(0.1717166155576706)
380,np.float64(0.18521155416965485),np.float64(0.44874057173728943),np.float64(0.3361044228076935),np.float64(0.5239729881286621),np.float64(0.9071534872055054),np.float64(0.3273852467536926),np.float64(0.3437577486038208),np.float64(0.4232105314731598),np.float64(0.2497873157262802),np.float64(0.1480257660150528)
381,np.float64(0.23385602235794067),np.float64(0.3755097985267639),np.float64(0.32036447525024414),np.float64(0.7053236365318298),np.float64(0.7677363753318787),np.float64(0.38167786598205566),np.float64(0.5317764282226562),np.float64(0.36899271607398987),np.float64(0.21090684831142426),np.float64(0.20652179419994354)
382,np.float64(0.2079438865184784),np.float64(0.49097055196762085),np.float64(0.26660603284835815),np.float64(0.9516205191612244),np.float64(0.8453077673912048),np.float64(0.32103288173675537),np.float64(0.4994012117385864),np.float64(0.40441790223121643),np.float64(0.13029372692108154),np.float64(0.19041261076927185)
383,np.float64(-0.5813700556755066),np.float64(0.003873057197779417),np.float64(0.5104064345359802),np.float64(0.13808542490005493),np.float64(1.4295607805252075),np.float64(0.31986498832702637),np.float64(1.2406141757965088),np.float64(0.496116042137146),np.float64(0.34004729986190796),np.float64(0.1688062995672226)
384,np.float64(0.24852730333805084),np.float64(0.47996026277542114),np.float64(0.3398086428642273),np.float64(1.054860234260559),np.float64(0.8496617674827576),np.float64(0.33120372891426086),np.float64(0.48628872632980347),np.float64(0.41132378578186035),np.float64(0.21615582704544067),np.float64(0.2211342751979828)
385,np.float64(0.18711376190185547),np.float64(0.4801899194717407),np.float64(0.3854770064353943),np.float64(0.4275021255016327),np.float64(2.040313243865967),np.float64(0.3210269510746002),np.float64(0.2910945415496826),np.float64(0.4346356987953186),np.float64(0.2979261577129364),np.float64(0.19596467912197113)
386,np.float64(0.20391492545604706),np.float64(0.47108566761016846),np.float64(0.2704361379146576),np.float64(0.6548977494239807),np.float64(1.2128945589065552),np.float64(0.31462961435317993),np.float64(0.4168007969856262),np.float64(0.4599480926990509),np.float64(0.2027883380651474),np.float64(0.11690958589315414)
387,np.float64(-0.30218344926834106),np.float64(0.40171945095062256),np.float64(0.33817049860954285),np.float64(0.7028447985649109),np.float64(0.9595806002616882),np.float64(1.5493321418762207),np.float64(0.612589955329895),np.float64(0.32731106877326965),np.float64(0.2044689953327179),np.float64(0.15882904827594757)
